User_Id,Location,Age,Age Group,Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating,Time_Minutes,travel_distance
12,"Bogor,Jawa Barat",37,31-40,52,3,Kampung Cina,Budaya,Jakarta,15000,4.5,,25
192,"Purwakarat,Jawa Barat",37,31-40,355,5,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,,331
12,"Bogor,Jawa Barat",37,31-40,30,5,Taman Menteng,Taman Hiburan,Jakarta,0,4.5,,45
192,"Purwakarat,Jawa Barat",37,31-40,155,1,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6,,380
192,"Purwakarat,Jawa Barat",37,31-40,403,1,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2,30,588
105,"Bekasi,Jawa Barat",37,31-40,192,5,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,,429
12,"Bogor,Jawa Barat",37,31-40,302,3,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,,117
283,"Bogor,Jawa Barat",37,31-40,180,5,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,,435
12,"Bogor,Jawa Barat",37,31-40,301,5,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4,150,114
192,"Purwakarat,Jawa Barat",37,31-40,36,1,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5,180,83
192,"Purwakarat,Jawa Barat",37,31-40,221,4,Museum Geologi Bandung,Budaya,Bandung,2000,4.6,,44
192,"Purwakarat,Jawa Barat",37,31-40,333,4,Kota Mini,Taman Hiburan,Bandung,20000,4.4,,36
283,"Bogor,Jawa Barat",37,31-40,171,1,Candi Ijo,Budaya,Yogyakarta,5000,4.6,60,450
105,"Bekasi,Jawa Barat",37,31-40,335,4,Candi Gedong Songo,Budaya,Semarang,10000,4.5,,385
12,"Bogor,Jawa Barat",37,31-40,265,4,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4,60,116
12,"Bogor,Jawa Barat",37,31-40,72,5,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4,,50
283,"Bogor,Jawa Barat",37,31-40,96,3,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6,60,435
12,"Bogor,Jawa Barat",37,31-40,27,3,Sea World,Taman Hiburan,Jakarta,115000,4.5,180,53
283,"Bogor,Jawa Barat",37,31-40,404,1,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2,120,685
192,"Purwakarat,Jawa Barat",37,31-40,107,2,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6,,351
192,"Purwakarat,Jawa Barat",37,31-40,155,4,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6,,380
105,"Bekasi,Jawa Barat",37,31-40,329,2,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,45,93
283,"Bogor,Jawa Barat",37,31-40,56,5,Pantai Ancol,Bahari,Jakarta,25000,4.4,,54
283,"Bogor,Jawa Barat",37,31-40,368,3,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,,426
105,"Bekasi,Jawa Barat",37,31-40,344,2,Pantai Marina,Bahari,Semarang,3000,4.1,,384
12,"Bogor,Jawa Barat",37,31-40,82,4,Museum Satria Mandala,Budaya,Jakarta,5000,4.5,150,41
105,"Bekasi,Jawa Barat",37,31-40,328,5,Gua Pawon,Cagar Alam,Bandung,10000,4.5,90,79
192,"Purwakarat,Jawa Barat",37,31-40,115,1,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3,,351
12,"Bogor,Jawa Barat",37,31-40,203,5,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,,441
12,"Bogor,Jawa Barat",37,31-40,312,5,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5,90,116
283,"Bogor,Jawa Barat",37,31-40,113,3,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,,435
12,"Bogor,Jawa Barat",37,31-40,98,2,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3,60,434
12,"Bogor,Jawa Barat",37,31-40,128,2,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5,90,438
283,"Bogor,Jawa Barat",37,31-40,41,5,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4,120,51
105,"Bekasi,Jawa Barat",37,31-40,66,2,Museum Layang-layang,Budaya,Jakarta,10000,4.5,90,22
105,"Bekasi,Jawa Barat",37,31-40,120,1,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5,90,425
12,"Bogor,Jawa Barat",37,31-40,49,5,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8,90,45
105,"Bekasi,Jawa Barat",37,31-40,270,1,Bukit Bintang,Cagar Alam,Bandung,25000,4.6,,99
283,"Bogor,Jawa Barat",37,31-40,132,5,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5,60,408
283,"Bogor,Jawa Barat",37,31-40,28,5,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5,,38
283,"Bogor,Jawa Barat",37,31-40,257,1,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,116
12,"Bogor,Jawa Barat",37,31-40,27,2,Sea World,Taman Hiburan,Jakarta,115000,4.5,180,53
105,"Bekasi,Jawa Barat",37,31-40,334,4,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,,98
12,"Bogor,Jawa Barat",37,31-40,236,3,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,45,115
105,"Bekasi,Jawa Barat",37,31-40,178,4,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5,,445
192,"Purwakarat,Jawa Barat",37,31-40,370,3,Benteng Pendem,Budaya,Semarang,5000,4.2,60,337
105,"Bekasi,Jawa Barat",37,31-40,321,4,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,,108
283,"Bogor,Jawa Barat",37,31-40,235,2,Gua Belanda,Cagar Alam,Bandung,15000,4.4,45,116
192,"Purwakarat,Jawa Barat",37,31-40,354,1,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6,90,333
12,"Bogor,Jawa Barat",37,31-40,226,4,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4,120,114
105,"Bekasi,Jawa Barat",37,31-40,335,5,Candi Gedong Songo,Budaya,Semarang,10000,4.5,,385
12,"Bogor,Jawa Barat",37,31-40,71,5,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5,,35
269,"Cirebon,Jawa Barat",36,31-40,248,1,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7,,102
24,"Bekasi,Jawa Barat",36,31-40,148,3,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3,30,430
269,"Cirebon,Jawa Barat",36,31-40,255,1,Museum Barli,Budaya,Bandung,15000,4.4,180,100
24,"Bekasi,Jawa Barat",36,31-40,24,2,Museum Nasional,Budaya,Jakarta,5000,4.6,,21
24,"Bekasi,Jawa Barat",36,31-40,191,5,Pantai Drini,Bahari,Yogyakarta,10000,4.5,,447
269,"Cirebon,Jawa Barat",36,31-40,162,3,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5,,243
269,"Cirebon,Jawa Barat",36,31-40,155,3,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6,,274
24,"Bekasi,Jawa Barat",36,31-40,161,4,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7,90,419
269,"Cirebon,Jawa Barat",36,31-40,281,2,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8,,102
269,"Cirebon,Jawa Barat",36,31-40,64,1,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7,45,189
269,"Cirebon,Jawa Barat",36,31-40,55,4,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5,,193
24,"Bekasi,Jawa Barat",36,31-40,192,4,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,,429
269,"Cirebon,Jawa Barat",36,31-40,317,5,Curug Cimahi,Cagar Alam,Bandung,15000,4.6,30,100
24,"Bekasi,Jawa Barat",36,31-40,200,2,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6,,447
24,"Bekasi,Jawa Barat",36,31-40,98,4,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3,60,408
24,"Bekasi,Jawa Barat",36,31-40,33,2,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,,19
24,"Bekasi,Jawa Barat",36,31-40,372,4,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,,393
24,"Bekasi,Jawa Barat",36,31-40,378,3,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2,60,398
269,"Cirebon,Jawa Barat",36,31-40,386,1,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4,,217
269,"Cirebon,Jawa Barat",36,31-40,85,1,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5,120,243
269,"Cirebon,Jawa Barat",36,31-40,334,1,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,,98
269,"Cirebon,Jawa Barat",36,31-40,119,5,Lava Bantal,Budaya,Yogyakarta,5000,4.4,30,252
24,"Bekasi,Jawa Barat",36,31-40,327,2,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4,,93
269,"Cirebon,Jawa Barat",36,31-40,433,3,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45,476
269,"Cirebon,Jawa Barat",36,31-40,103,1,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7,15,242
269,"Cirebon,Jawa Barat",36,31-40,433,1,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45,476
269,"Cirebon,Jawa Barat",36,31-40,423,2,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6,30,475
269,"Cirebon,Jawa Barat",36,31-40,163,1,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5,60,258
269,"Cirebon,Jawa Barat",36,31-40,288,3,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8,,98
24,"Bekasi,Jawa Barat",36,31-40,96,2,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,0,4.6,60,410
24,"Bekasi,Jawa Barat",36,31-40,91,5,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4,60,413
269,"Cirebon,Jawa Barat",36,31-40,352,5,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,,218
24,"Bekasi,Jawa Barat",36,31-40,163,2,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5,60,425
269,"Cirebon,Jawa Barat",36,31-40,235,2,Gua Belanda,Cagar Alam,Bandung,15000,4.4,45,94
269,"Cirebon,Jawa Barat",36,31-40,270,1,Bukit Bintang,Cagar Alam,Bandung,25000,4.6,,90
269,"Cirebon,Jawa Barat",36,31-40,202,4,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,,285
24,"Bekasi,Jawa Barat",36,31-40,427,5,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,,651
269,"Cirebon,Jawa Barat",36,31-40,131,5,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3,30,250
269,"Cirebon,Jawa Barat",36,31-40,411,3,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,,476
24,"Bekasi,Jawa Barat",36,31-40,338,2,Lawang Sewu,Budaya,Semarang,10000,4.6,,387
24,"Bekasi,Jawa Barat",36,31-40,344,3,Pantai Marina,Bahari,Semarang,3000,4.1,,384
269,"Cirebon,Jawa Barat",36,31-40,41,2,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4,120,194
24,"Bekasi,Jawa Barat",36,31-40,319,5,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,,109
24,"Bekasi,Jawa Barat",36,31-40,311,5,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3,150,99
24,"Bekasi,Jawa Barat",36,31-40,29,3,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0,,21
269,"Cirebon,Jawa Barat",36,31-40,355,3,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,,217
269,"Cirebon,Jawa Barat",36,31-40,98,4,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3,60,240
24,"Bekasi,Jawa Barat",36,31-40,113,2,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,,410
269,"Cirebon,Jawa Barat",36,31-40,21,4,Museum Wayang,Budaya,Jakarta,5000,4.5,150,194
24,"Bekasi,Jawa Barat",36,31-40,219,4,Tebing Karaton,Cagar Alam,Bandung,15000,4.5,,98
269,"Cirebon,Jawa Barat",36,31-40,282,1,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0,60,85
24,"Bekasi,Jawa Barat",36,31-40,264,2,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,,99
269,"Cirebon,Jawa Barat",36,31-40,9,5,Pelabuhan Marina,Bahari,Jakarta,175000,4.4,,1
24,"Bekasi,Jawa Barat",36,31-40,66,3,Museum Layang-layang,Budaya,Jakarta,10000,4.5,90,22
89,"Bekasi,Jawa Barat",35,31-40,277,4,Peta Park,Taman Hiburan,Bandung,15000,4.3,,99
89,"Bekasi,Jawa Barat",35,31-40,156,5,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,,452
89,"Bekasi,Jawa Barat",35,31-40,192,2,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,,429
89,"Bekasi,Jawa Barat",35,31-40,48,1,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6,,18
89,"Bekasi,Jawa Barat",35,31-40,317,4,Curug Cimahi,Cagar Alam,Bandung,15000,4.6,30,88
89,"Bekasi,Jawa Barat",35,31-40,32,3,Setu Babakan,Budaya,Jakarta,0,4.4,,19
89,"Bekasi,Jawa Barat",35,31-40,31,3,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3,,33
89,"Bekasi,Jawa Barat",35,31-40,375,3,Kota Lama Semarang,Budaya,Semarang,0,4.7,90,388
89,"Bekasi,Jawa Barat",35,31-40,144,2,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,,448
89,"Bekasi,Jawa Barat",35,31-40,70,5,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,240,20
89,"Bekasi,Jawa Barat",35,31-40,402,4,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5,120,636
89,"Bekasi,Jawa Barat",35,31-40,116,5,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5,45,423
89,"Bekasi,Jawa Barat",35,31-40,357,2,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,45,391
89,"Bekasi,Jawa Barat",35,31-40,430,3,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,120,652
89,"Bekasi,Jawa Barat",35,31-40,68,3,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,45,24
89,"Bekasi,Jawa Barat",35,31-40,299,1,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3,120,76
89,"Bekasi,Jawa Barat",35,31-40,149,4,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4,90,420
89,"Bekasi,Jawa Barat",35,31-40,149,3,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4,90,420
89,"Bekasi,Jawa Barat",35,31-40,41,4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4,120,25
89,"Bekasi,Jawa Barat",35,31-40,313,2,Taman Begonia,Cagar Alam,Bandung,10000,4.4,90,95
89,"Bekasi,Jawa Barat",35,31-40,233,3,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6,,143
89,"Bekasi,Jawa Barat",35,31-40,104,4,Tebing Breksi,Budaya,Yogyakarta,20000,4.4,,423
89,"Bekasi,Jawa Barat",35,31-40,249,5,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0,30,98
89,"Bekasi,Jawa Barat",35,31-40,180,2,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,,413
89,"Bekasi,Jawa Barat",35,31-40,383,1,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,60,389
89,"Bekasi,Jawa Barat",35,31-40,408,1,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3,180,645
89,"Bekasi,Jawa Barat",35,31-40,30,1,Taman Menteng,Taman Hiburan,Jakarta,0,4.5,,19
254,"Bekasi,Jawa Barat",34,31-40,194,4,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5,,463
32,"Bekasi,Jawa Barat",34,31-40,323,4,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,90,53
32,"Bekasi,Jawa Barat",34,31-40,79,3,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,30,18
290,"Cirebon,Jawa Barat",34,31-40,337,5,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3,30,216
293,"Subang,Jawa Barat",34,31-40,369,4,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4,20,302
290,"Cirebon,Jawa Barat",34,31-40,152,1,Pantai Patihan,Bahari,Yogyakarta,5000,4.1,45,243
254,"Bekasi,Jawa Barat",34,31-40,257,4,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,101
254,"Bekasi,Jawa Barat",34,31-40,208,4,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6,150,383
290,"Cirebon,Jawa Barat",34,31-40,4,1,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,,180
77,"Bekasi,Jawa Barat",34,31-40,274,2,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,,97
253,"Cirebon,Jawa Barat",34,31-40,61,2,Tugu Proklamasi,Budaya,Jakarta,0,4.6,,188
77,"Bekasi,Jawa Barat",34,31-40,78,3,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3,,25
32,"Bekasi,Jawa Barat",34,31-40,62,3,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5,,10
77,"Bekasi,Jawa Barat",34,31-40,167,5,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,0,4.5,60,425
253,"Cirebon,Jawa Barat",34,31-40,173,4,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4,,294
32,"Bekasi,Jawa Barat",34,31-40,359,3,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3,90,386
32,"Bekasi,Jawa Barat",34,31-40,62,3,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5,,10
32,"Bekasi,Jawa Barat",34,31-40,374,4,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4,,403
253,"Cirebon,Jawa Barat",34,31-40,172,4,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5,,286
253,"Cirebon,Jawa Barat",34,31-40,186,3,Pantai Glagah,Bahari,Yogyakarta,5000,4.4,,222
254,"Bekasi,Jawa Barat",34,31-40,24,1,Museum Nasional,Budaya,Jakarta,5000,4.6,,21
254,"Bekasi,Jawa Barat",34,31-40,1,5,Monumen Nasional,Budaya,Jakarta,20000,4.6,15,20
254,"Bekasi,Jawa Barat",34,31-40,278,1,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,,94
32,"Bekasi,Jawa Barat",34,31-40,344,3,Pantai Marina,Bahari,Semarang,3000,4.1,,384
254,"Bekasi,Jawa Barat",34,31-40,92,4,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7,45,410
253,"Cirebon,Jawa Barat",34,31-40,340,1,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9,90,213
253,"Cirebon,Jawa Barat",34,31-40,257,1,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,100
290,"Cirebon,Jawa Barat",34,31-40,84,2,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6,,191
254,"Bekasi,Jawa Barat",34,31-40,355,4,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,,388
254,"Bekasi,Jawa Barat",34,31-40,363,4,Pantai Maron,Bahari,Semarang,5000,3.4,,381
253,"Cirebon,Jawa Barat",34,31-40,149,5,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4,90,254
77,"Bekasi,Jawa Barat",34,31-40,306,5,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6,,120
77,"Bekasi,Jawa Barat",34,31-40,191,5,Pantai Drini,Bahari,Yogyakarta,10000,4.5,,447
32,"Bekasi,Jawa Barat",34,31-40,246,4,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,120,88
290,"Cirebon,Jawa Barat",34,31-40,298,4,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,,110
32,"Bekasi,Jawa Barat",34,31-40,367,3,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3,,392
77,"Bekasi,Jawa Barat",34,31-40,346,2,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45,388
293,"Subang,Jawa Barat",34,31-40,43,4,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4,120,110
290,"Cirebon,Jawa Barat",34,31-40,231,4,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4,180,97
290,"Cirebon,Jawa Barat",34,31-40,21,3,Museum Wayang,Budaya,Jakarta,5000,4.5,150,194
32,"Bekasi,Jawa Barat",34,31-40,236,3,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,45,99
293,"Subang,Jawa Barat",34,31-40,145,2,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1,60,333
77,"Bekasi,Jawa Barat",34,31-40,314,4,Tafso Barn,Cagar Alam,Bandung,0,4.2,180,95
32,"Bekasi,Jawa Barat",34,31-40,241,4,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,120,96
293,"Subang,Jawa Barat",34,31-40,95,2,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0,,321
32,"Bekasi,Jawa Barat",34,31-40,166,2,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,,381
32,"Bekasi,Jawa Barat",34,31-40,407,3,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,45,645
32,"Bekasi,Jawa Barat",34,31-40,336,5,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4,,384
32,"Bekasi,Jawa Barat",34,31-40,54,2,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2,,12
290,"Cirebon,Jawa Barat",34,31-40,29,4,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0,,191
254,"Bekasi,Jawa Barat",34,31-40,180,3,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,,413
293,"Subang,Jawa Barat",34,31-40,31,3,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3,,124
77,"Bekasi,Jawa Barat",34,31-40,411,3,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,,646
290,"Cirebon,Jawa Barat",34,31-40,236,2,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,45,99
254,"Bekasi,Jawa Barat",34,31-40,349,5,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,90,379
254,"Bekasi,Jawa Barat",34,31-40,323,5,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,90,53
77,"Bekasi,Jawa Barat",34,31-40,259,1,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,45,98
77,"Bekasi,Jawa Barat",34,31-40,419,3,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,30,645
254,"Bekasi,Jawa Barat",34,31-40,377,2,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,,388
254,"Bekasi,Jawa Barat",34,31-40,361,3,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1,,389
253,"Cirebon,Jawa Barat",34,31-40,297,2,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4,120,93
253,"Cirebon,Jawa Barat",34,31-40,104,1,Tebing Breksi,Budaya,Yogyakarta,20000,4.4,,255
32,"Bekasi,Jawa Barat",34,31-40,76,3,Taman Cattleya,Taman Hiburan,Jakarta,20000,4.5,,23
293,"Subang,Jawa Barat",34,31-40,370,2,Benteng Pendem,Budaya,Semarang,5000,4.2,60,303
77,"Bekasi,Jawa Barat",34,31-40,272,3,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,120,96
253,"Cirebon,Jawa Barat",34,31-40,136,3,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5,90,231
77,"Bekasi,Jawa Barat",34,31-40,253,1,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6,,97
32,"Bekasi,Jawa Barat",34,31-40,147,2,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,0,4.5,,410
32,"Bekasi,Jawa Barat",34,31-40,322,3,Bukit Jamur,Cagar Alam,Bandung,0,4.2,,114
32,"Bekasi,Jawa Barat",34,31-40,256,3,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4,,109
254,"Bekasi,Jawa Barat",34,31-40,286,1,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,,99
290,"Cirebon,Jawa Barat",34,31-40,69,2,Freedom Library,Budaya,Jakarta,0,5.0,,188
290,"Cirebon,Jawa Barat",34,31-40,210,5,Pantai Congot,Bahari,Yogyakarta,3000,4.3,,221
290,"Cirebon,Jawa Barat",34,31-40,372,1,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,,221
293,"Subang,Jawa Barat",34,31-40,57,5,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,,111
253,"Cirebon,Jawa Barat",34,31-40,218,2,Kawah Putih,Cagar Alam,Bandung,81000,4.5,,130
290,"Cirebon,Jawa Barat",34,31-40,35,4,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7,120,191
253,"Cirebon,Jawa Barat",34,31-40,8,3,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0,,192
32,"Bekasi,Jawa Barat",34,31-40,298,5,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,,97
32,"Bekasi,Jawa Barat",34,31-40,357,2,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,45,391
293,"Subang,Jawa Barat",34,31-40,53,1,Rumah Sipitung,Budaya,Jakarta,5000,4.5,90,102
253,"Cirebon,Jawa Barat",34,31-40,131,3,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3,30,250
290,"Cirebon,Jawa Barat",34,31-40,47,2,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5,,189
290,"Cirebon,Jawa Barat",34,31-40,245,4,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,150,98
253,"Cirebon,Jawa Barat",34,31-40,325,4,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7,,93
32,"Bekasi,Jawa Barat",34,31-40,77,2,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4,60,15
77,"Bekasi,Jawa Barat",34,31-40,126,3,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3,,408
